regime	candidate	kind	iteration	sample	side	field	value	unit
gentle	1	extraction_diagnostic	3	1	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	3	1	equilibrium	exact_evaluation_seconds	4.1762892019469291	s
gentle	1	extraction_diagnostic	4	0	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	4	0	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	4	0	equilibrium	core_count	496	count
gentle	1	extraction_diagnostic	4	0	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	4	0	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	4	0	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	4	0	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	4	0	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	4	0	equilibrium	exact_evaluation_seconds	4.0368204051628709	s
gentle	1	extraction_diagnostic	4	1	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	4	1	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	4	1	equilibrium	core_count	508	count
gentle	1	extraction_diagnostic	4	1	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	4	1	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	4	1	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	4	1	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	4	1	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	4	1	equilibrium	exact_evaluation_seconds	3.9729917789809406	s
gentle	1	extraction_diagnostic	5	0	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	5	0	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	5	0	equilibrium	core_count	496	count
gentle	1	extraction_diagnostic	5	0	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	5	0	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	5	0	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	5	0	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	5	0	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	5	0	equilibrium	exact_evaluation_seconds	4.0168329211883247	s
gentle	1	extraction_diagnostic	5	1	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	5	1	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	5	1	equilibrium	core_count	508	count
gentle	1	extraction_diagnostic	5	1	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	5	1	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	5	1	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	5	1	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	5	1	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	5	1	equilibrium	exact_evaluation_seconds	3.9393796329386532	s
gentle	1	extraction_diagnostic	6	0	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	6	0	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	6	0	equilibrium	core_count	496	count
gentle	1	extraction_diagnostic	6	0	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	6	0	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	6	0	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	6	0	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	6	0	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	6	0	equilibrium	exact_evaluation_seconds	3.9411334109026939	s
gentle	1	extraction_diagnostic	6	1	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	6	1	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	6	1	equilibrium	core_count	508	count
gentle	1	extraction_diagnostic	6	1	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	6	1	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	6	1	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	6	1	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	6	1	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	6	1	equilibrium	exact_evaluation_seconds	4.1621368390042335	s
gentle	1	extraction_diagnostic	7	0	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	7	0	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	7	0	equilibrium	core_count	496	count
gentle	1	extraction_diagnostic	7	0	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	7	0	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	7	0	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	7	0	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	7	0	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	7	0	equilibrium	exact_evaluation_seconds	3.9865071969106793	s
gentle	1	extraction_diagnostic	7	1	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	7	1	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	7	1	equilibrium	core_count	508	count
gentle	1	extraction_diagnostic	7	1	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	7	1	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	7	1	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	7	1	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	7	1	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	7	1	equilibrium	exact_evaluation_seconds	3.9523892910219729	s
gentle	1	extraction_diagnostic	8	0	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	8	0	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	8	0	equilibrium	core_count	496	count
gentle	1	extraction_diagnostic	8	0	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	8	0	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	8	0	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	8	0	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	8	0	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	8	0	equilibrium	exact_evaluation_seconds	4.0594082060270011	s
gentle	1	extraction_diagnostic	8	1	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	8	1	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	8	1	equilibrium	core_count	508	count
gentle	1	extraction_diagnostic	8	1	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	8	1	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	8	1	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	8	1	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	8	1	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	8	1	equilibrium	exact_evaluation_seconds	3.9932002760469913	s
gentle	1	extraction_diagnostic	9	0	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	9	0	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	9	0	equilibrium	core_count	496	count
gentle	1	extraction_diagnostic	9	0	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	9	0	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	9	0	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	9	0	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	9	0	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	9	0	equilibrium	exact_evaluation_seconds	3.9742888598702848	s
gentle	1	extraction_diagnostic	9	1	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	9	1	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	9	1	equilibrium	core_count	508	count
gentle	1	extraction_diagnostic	9	1	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	9	1	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	9	1	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	9	1	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	9	1	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	9	1	equilibrium	exact_evaluation_seconds	3.9833866620901972	s
gentle	1	extraction_diagnostic	10	0	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	10	0	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	10	0	equilibrium	core_count	496	count
gentle	1	extraction_diagnostic	10	0	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	10	0	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	10	0	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	10	0	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	10	0	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	10	0	equilibrium	exact_evaluation_seconds	3.9075569261331111	s
gentle	1	extraction_diagnostic	10	1	equilibrium	map_height	49	count
gentle	1	extraction_diagnostic	10	1	equilibrium	map_radius	49	count
gentle	1	extraction_diagnostic	10	1	equilibrium	core_count	508	count
gentle	1	extraction_diagnostic	10	1	equilibrium	record_valid	true	boolean
gentle	1	extraction_diagnostic	10	1	equilibrium	surface_arc_valid	true	boolean
gentle	1	extraction_diagnostic	10	1	equilibrium	surface_arc_invalid_count	0	count
gentle	1	extraction_diagnostic	10	1	equilibrium	surface_arc_first_invalid_cell	0	index
gentle	1	extraction_diagnostic	10	1	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
gentle	1	extraction_diagnostic	10	1	equilibrium	exact_evaluation_seconds	4.0147697608917952	s
gentle	1	conservation				flux_boundary	0.0031385773159375852	Wb
gentle	1	conservation				flux_resistive	0.00043144854900178942	Wb
gentle	1	conservation				flux_internal	0.0027071287669357957	Wb
gentle	1	conservation				flux_closure_error	0	Wb
gentle	1	conservation				flux_closure_residual	0	relative
gentle	1	conservation				current_requested_initial	557455.09288717515	A
gentle	1	conservation				current_requested_final	557455.09288717515	A
gentle	1	conservation				current_achieved_initial	557455.09288717515	A
gentle	1	conservation				current_achieved_final	557455.09288717515	A
gentle	1	conservation				current_continuity_error	0	A
gentle	1	conservation				current_continuity_residual	0	relative
gentle	1	interval_flux_ledger	1		transport	boundary	0.0031385773159375852	Wb
gentle	1	interval_flux_ledger	1		transport	resistive	0.00043144854900178942	Wb
gentle	1	interval_flux_ledger	1		transport	internal	0.0027071287669357957	Wb
gentle	1	interval_flux_ledger	1		transport	mean_axis_voltage	0.17257941960071577	V
gentle	1	interval_flux_ledger	1		transport	mean_boundary_voltage	1.2554309263750341	V
gentle	1	interval_current_ledger	1		transport	requested_initial	557455.09288717515	A
gentle	1	interval_current_ledger	1		transport	requested_final	557455.09288717515	A
gentle	1	interval_current_ledger	1		transport	achieved_initial	557455.09288717515	A
gentle	1	interval_current_ledger	1		transport	achieved_final	557455.09288717515	A
