regime	candidate	kind	iteration	sample	side	field	value	unit
strong		configuration				window_length	0.01	s
strong		configuration				auxiliary_source_multiplier	1	fraction
strong		configuration				iteration_cap	10	count
strong		configuration				tolerance	0.0050000000000000001	relative
strong		configuration				damping	0.5	fraction
strong		configuration				equilibrium_solve_tolerance	9.9999999999999995e-07	relative
strong		configuration				radial_cells	8	count
strong		configuration				surface_bins	14	count
strong		configuration				extraction_points_per_axis	49	count
strong		configuration				preparation_wall_time	55.001441712956876	s
strong		configuration				outcome_type	ConvergedNonConfinedError	text
strong		configuration				outcome	equilibrium portfolio converged without a selectable confined branch at exchange 5, sample 1; core cells limited/diverted = (0, 157); selection reason = no_admissible_alternative; availability limited/diverted = (True, False); residuals limited/diverted = (7.607266075789316e-17, 4.4197234248998465e-16)	text
strong		branch_selection	1	0	equilibrium	sample_time	0	s
strong		branch_selection	1	0	equilibrium	limited_core_cells	126	count
strong		branch_selection	1	0	equilibrium	diverted_core_cells	157	count
strong		branch_selection	1	0	equilibrium	selected_class	limited	text
strong		branch_selection	1	0	equilibrium	previous_class	none	text
strong		branch_selection	1	0	equilibrium	switched	false	text
strong		branch_selection	1	0	equilibrium	reason	sole_valid	text
strong		branch_selection	1	0	equilibrium	limited_available	true	boolean
strong		branch_selection	1	0	equilibrium	diverted_available	false	boolean
strong		branch_selection	1	0	equilibrium	limited_admissible	true	boolean
strong		branch_selection	1	0	equilibrium	diverted_admissible	true	boolean
strong		branch_selection	1	0	equilibrium	limited_residual	1.4566846697679485e-14	relative
strong		branch_selection	1	0	equilibrium	diverted_residual	4.0756513704185692e-16	relative
strong		branch_selection	1	1	equilibrium	sample_time	0.01	s
strong		branch_selection	1	1	equilibrium	limited_core_cells	133	count
strong		branch_selection	1	1	equilibrium	diverted_core_cells	157	count
strong		branch_selection	1	1	equilibrium	selected_class	limited	text
strong		branch_selection	1	1	equilibrium	previous_class	limited	text
strong		branch_selection	1	1	equilibrium	switched	false	text
strong		branch_selection	1	1	equilibrium	reason	history_continuity	text
strong		branch_selection	1	1	equilibrium	limited_available	true	boolean
strong		branch_selection	1	1	equilibrium	diverted_available	false	boolean
strong		branch_selection	1	1	equilibrium	limited_admissible	true	boolean
strong		branch_selection	1	1	equilibrium	diverted_admissible	true	boolean
strong		branch_selection	1	1	equilibrium	limited_residual	1.1807326829759295e-15	relative
strong		branch_selection	1	1	equilibrium	diverted_residual	4.1314148218640533e-16	relative
strong		branch_selection	2	0	equilibrium	sample_time	0	s
strong		branch_selection	2	0	equilibrium	limited_core_cells	126	count
strong		branch_selection	2	0	equilibrium	diverted_core_cells	157	count
strong		branch_selection	2	0	equilibrium	selected_class	limited	text
strong		branch_selection	2	0	equilibrium	previous_class	none	text
strong		branch_selection	2	0	equilibrium	switched	false	text
strong		branch_selection	2	0	equilibrium	reason	sole_valid	text
strong		branch_selection	2	0	equilibrium	limited_available	true	boolean
strong		branch_selection	2	0	equilibrium	diverted_available	false	boolean
strong		branch_selection	2	0	equilibrium	limited_admissible	true	boolean
strong		branch_selection	2	0	equilibrium	diverted_admissible	true	boolean
strong		branch_selection	2	0	equilibrium	limited_residual	1.4566846697679485e-14	relative
strong		branch_selection	2	0	equilibrium	diverted_residual	4.0756513704185692e-16	relative
strong		branch_selection	2	1	equilibrium	sample_time	0.01	s
strong		branch_selection	2	1	equilibrium	limited_core_cells	139	count
strong		branch_selection	2	1	equilibrium	diverted_core_cells	157	count
strong		branch_selection	2	1	equilibrium	selected_class	limited	text
strong		branch_selection	2	1	equilibrium	previous_class	limited	text
strong		branch_selection	2	1	equilibrium	switched	false	text
strong		branch_selection	2	1	equilibrium	reason	history_continuity	text
strong		branch_selection	2	1	equilibrium	limited_available	true	boolean
strong		branch_selection	2	1	equilibrium	diverted_available	false	boolean
strong		branch_selection	2	1	equilibrium	limited_admissible	true	boolean
strong		branch_selection	2	1	equilibrium	diverted_admissible	true	boolean
strong		branch_selection	2	1	equilibrium	limited_residual	1.9700427553286153e-15	relative
strong		branch_selection	2	1	equilibrium	diverted_residual	8.464117776286397e-16	relative
strong		branch_selection	3	0	equilibrium	sample_time	0	s
strong		branch_selection	3	0	equilibrium	limited_core_cells	126	count
strong		branch_selection	3	0	equilibrium	diverted_core_cells	157	count
strong		branch_selection	3	0	equilibrium	selected_class	limited	text
strong		branch_selection	3	0	equilibrium	previous_class	none	text
strong		branch_selection	3	0	equilibrium	switched	false	text
strong		branch_selection	3	0	equilibrium	reason	sole_valid	text
strong		branch_selection	3	0	equilibrium	limited_available	true	boolean
strong		branch_selection	3	0	equilibrium	diverted_available	false	boolean
strong		branch_selection	3	0	equilibrium	limited_admissible	true	boolean
strong		branch_selection	3	0	equilibrium	diverted_admissible	true	boolean
strong		branch_selection	3	0	equilibrium	limited_residual	1.4566846697679485e-14	relative
strong		branch_selection	3	0	equilibrium	diverted_residual	4.0756513704185692e-16	relative
strong		branch_selection	3	1	equilibrium	sample_time	0.01	s
strong		branch_selection	3	1	equilibrium	limited_core_cells	145	count
strong		branch_selection	3	1	equilibrium	diverted_core_cells	157	count
strong		branch_selection	3	1	equilibrium	selected_class	limited	text
strong		branch_selection	3	1	equilibrium	previous_class	limited	text
strong		branch_selection	3	1	equilibrium	switched	false	text
strong		branch_selection	3	1	equilibrium	reason	history_continuity	text
strong		branch_selection	3	1	equilibrium	limited_available	true	boolean
strong		branch_selection	3	1	equilibrium	diverted_available	false	boolean
strong		branch_selection	3	1	equilibrium	limited_admissible	true	boolean
strong		branch_selection	3	1	equilibrium	diverted_admissible	true	boolean
strong		branch_selection	3	1	equilibrium	limited_residual	7.8841951755872654e-16	relative
strong		branch_selection	3	1	equilibrium	diverted_residual	1.0063048270005709e-15	relative
strong		branch_selection	4	0	equilibrium	sample_time	0	s
strong		branch_selection	4	0	equilibrium	limited_core_cells	126	count
strong		branch_selection	4	0	equilibrium	diverted_core_cells	157	count
strong		branch_selection	4	0	equilibrium	selected_class	limited	text
strong		branch_selection	4	0	equilibrium	previous_class	none	text
strong		branch_selection	4	0	equilibrium	switched	false	text
strong		branch_selection	4	0	equilibrium	reason	sole_valid	text
strong		branch_selection	4	0	equilibrium	limited_available	true	boolean
strong		branch_selection	4	0	equilibrium	diverted_available	false	boolean
strong		branch_selection	4	0	equilibrium	limited_admissible	true	boolean
strong		branch_selection	4	0	equilibrium	diverted_admissible	true	boolean
strong		branch_selection	4	0	equilibrium	limited_residual	1.4566846697679485e-14	relative
strong		branch_selection	4	0	equilibrium	diverted_residual	4.0756513704185692e-16	relative
strong		branch_selection	4	1	equilibrium	sample_time	0.01	s
strong		branch_selection	4	1	equilibrium	limited_core_cells	145	count
strong		branch_selection	4	1	equilibrium	diverted_core_cells	157	count
strong		branch_selection	4	1	equilibrium	selected_class	limited	text
strong		branch_selection	4	1	equilibrium	previous_class	limited	text
strong		branch_selection	4	1	equilibrium	switched	false	text
strong		branch_selection	4	1	equilibrium	reason	history_continuity	text
strong		branch_selection	4	1	equilibrium	limited_available	true	boolean
strong		branch_selection	4	1	equilibrium	diverted_available	false	boolean
strong		branch_selection	4	1	equilibrium	limited_admissible	true	boolean
strong		branch_selection	4	1	equilibrium	diverted_admissible	true	boolean
strong		branch_selection	4	1	equilibrium	limited_residual	8.8820024954242939e-16	relative
strong		branch_selection	4	1	equilibrium	diverted_residual	5.8316109414077684e-16	relative
strong		branch_selection	5	1	equilibrium	sample_time	0.01	s
strong		branch_selection	5	1	equilibrium	limited_core_cells	0	count
strong		branch_selection	5	1	equilibrium	diverted_core_cells	157	count
strong		branch_selection	5	1	equilibrium	selected_class	limited	text
strong		branch_selection	5	1	equilibrium	previous_class	limited	text
strong		branch_selection	5	1	equilibrium	switched	false	text
strong		branch_selection	5	1	equilibrium	reason	no_admissible_alternative	text
strong		branch_selection	5	1	equilibrium	limited_available	true	boolean
strong		branch_selection	5	1	equilibrium	diverted_available	false	boolean
strong		branch_selection	5	1	equilibrium	limited_admissible	false	boolean
strong		branch_selection	5	1	equilibrium	diverted_admissible	true	boolean
strong		branch_selection	5	1	equilibrium	limited_residual	7.6072660757893158e-17	relative
strong		branch_selection	5	1	equilibrium	diverted_residual	4.4197234248998465e-16	relative
strong		exchange_timing	1		transport	wall_time	5.8675248131621629	s
strong		exchange_timing	1		equilibrium_plus_fsa	wall_time	46.657166521064937	s
strong		exchange_timing	2		transport	wall_time	0.05290511786006391	s
strong		exchange_timing	2		equilibrium_plus_fsa	wall_time	42.651266149943694	s
strong		exchange_timing	3		transport	wall_time	0.050963010871782899	s
strong		exchange_timing	3		equilibrium_plus_fsa	wall_time	43.026880852179602	s
strong		exchange_timing	4		transport	wall_time	0.059855333995074034	s
strong		exchange_timing	4		equilibrium_plus_fsa	wall_time	43.833987721940503	s
strong		exchange_timing	5		transport	wall_time	0.06599286594428122	s
strong		exchange_timing	5		equilibrium	wall_time	1.7779766409657896	s
strong		extraction_diagnostic	0	0	equilibrium	map_height	49	count
strong		extraction_diagnostic	0	0	equilibrium	map_radius	49	count
strong		extraction_diagnostic	0	0	equilibrium	core_count	496	count
strong		extraction_diagnostic	0	0	equilibrium	record_valid	true	boolean
strong		extraction_diagnostic	0	0	equilibrium	surface_arc_valid	true	boolean
strong		extraction_diagnostic	0	0	equilibrium	surface_arc_invalid_count	0	count
strong		extraction_diagnostic	0	0	equilibrium	surface_arc_first_invalid_cell	0	index
strong		extraction_diagnostic	0	0	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
strong		extraction_diagnostic	0	0	equilibrium	exact_evaluation_seconds	3.8709240639582276	s
strong		extraction_diagnostic	1	0	equilibrium	map_height	49	count
strong		extraction_diagnostic	1	0	equilibrium	map_radius	49	count
strong		extraction_diagnostic	1	0	equilibrium	core_count	496	count
strong		extraction_diagnostic	1	0	equilibrium	record_valid	true	boolean
strong		extraction_diagnostic	1	0	equilibrium	surface_arc_valid	true	boolean
strong		extraction_diagnostic	1	0	equilibrium	surface_arc_invalid_count	0	count
strong		extraction_diagnostic	1	0	equilibrium	surface_arc_first_invalid_cell	0	index
strong		extraction_diagnostic	1	0	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
strong		extraction_diagnostic	1	0	equilibrium	exact_evaluation_seconds	4.4076768769882619	s
strong		extraction_diagnostic	1	1	equilibrium	map_height	49	count
strong		extraction_diagnostic	1	1	equilibrium	map_radius	49	count
strong		extraction_diagnostic	1	1	equilibrium	core_count	543	count
strong		extraction_diagnostic	1	1	equilibrium	record_valid	true	boolean
strong		extraction_diagnostic	1	1	equilibrium	surface_arc_valid	true	boolean
strong		extraction_diagnostic	1	1	equilibrium	surface_arc_invalid_count	0	count
strong		extraction_diagnostic	1	1	equilibrium	surface_arc_first_invalid_cell	0	index
strong		extraction_diagnostic	1	1	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
strong		extraction_diagnostic	1	1	equilibrium	exact_evaluation_seconds	4.4080723340157419	s
strong		extraction_diagnostic	2	0	equilibrium	map_height	49	count
strong		extraction_diagnostic	2	0	equilibrium	map_radius	49	count
strong		extraction_diagnostic	2	0	equilibrium	core_count	496	count
strong		extraction_diagnostic	2	0	equilibrium	record_valid	true	boolean
strong		extraction_diagnostic	2	0	equilibrium	surface_arc_valid	true	boolean
strong		extraction_diagnostic	2	0	equilibrium	surface_arc_invalid_count	0	count
strong		extraction_diagnostic	2	0	equilibrium	surface_arc_first_invalid_cell	0	index
strong		extraction_diagnostic	2	0	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
strong		extraction_diagnostic	2	0	equilibrium	exact_evaluation_seconds	4.3863747150171548	s
strong		extraction_diagnostic	2	1	equilibrium	map_height	49	count
strong		extraction_diagnostic	2	1	equilibrium	map_radius	49	count
strong		extraction_diagnostic	2	1	equilibrium	core_count	559	count
strong		extraction_diagnostic	2	1	equilibrium	record_valid	true	boolean
strong		extraction_diagnostic	2	1	equilibrium	surface_arc_valid	true	boolean
strong		extraction_diagnostic	2	1	equilibrium	surface_arc_invalid_count	0	count
strong		extraction_diagnostic	2	1	equilibrium	surface_arc_first_invalid_cell	0	index
strong		extraction_diagnostic	2	1	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
strong		extraction_diagnostic	2	1	equilibrium	exact_evaluation_seconds	4.4531851599458605	s
strong		extraction_diagnostic	3	0	equilibrium	map_height	49	count
strong		extraction_diagnostic	3	0	equilibrium	map_radius	49	count
strong		extraction_diagnostic	3	0	equilibrium	core_count	496	count
strong		extraction_diagnostic	3	0	equilibrium	record_valid	true	boolean
strong		extraction_diagnostic	3	0	equilibrium	surface_arc_valid	true	boolean
strong		extraction_diagnostic	3	0	equilibrium	surface_arc_invalid_count	0	count
strong		extraction_diagnostic	3	0	equilibrium	surface_arc_first_invalid_cell	0	index
strong		extraction_diagnostic	3	0	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
strong		extraction_diagnostic	3	0	equilibrium	exact_evaluation_seconds	4.4531181808561087	s
strong		extraction_diagnostic	3	1	equilibrium	map_height	49	count
strong		extraction_diagnostic	3	1	equilibrium	map_radius	49	count
strong		extraction_diagnostic	3	1	equilibrium	core_count	569	count
strong		extraction_diagnostic	3	1	equilibrium	record_valid	true	boolean
strong		extraction_diagnostic	3	1	equilibrium	surface_arc_valid	true	boolean
strong		extraction_diagnostic	3	1	equilibrium	surface_arc_invalid_count	0	count
strong		extraction_diagnostic	3	1	equilibrium	surface_arc_first_invalid_cell	0	index
strong		extraction_diagnostic	3	1	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
strong		extraction_diagnostic	3	1	equilibrium	exact_evaluation_seconds	4.4946686390321702	s
strong		extraction_diagnostic	4	0	equilibrium	map_height	49	count
strong		extraction_diagnostic	4	0	equilibrium	map_radius	49	count
strong		extraction_diagnostic	4	0	equilibrium	core_count	496	count
strong		extraction_diagnostic	4	0	equilibrium	record_valid	true	boolean
strong		extraction_diagnostic	4	0	equilibrium	surface_arc_valid	true	boolean
strong		extraction_diagnostic	4	0	equilibrium	surface_arc_invalid_count	0	count
strong		extraction_diagnostic	4	0	equilibrium	surface_arc_first_invalid_cell	0	index
strong		extraction_diagnostic	4	0	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
strong		extraction_diagnostic	4	0	equilibrium	exact_evaluation_seconds	4.4403217760846019	s
strong		extraction_diagnostic	4	1	equilibrium	map_height	49	count
strong		extraction_diagnostic	4	1	equilibrium	map_radius	49	count
strong		extraction_diagnostic	4	1	equilibrium	core_count	576	count
strong		extraction_diagnostic	4	1	equilibrium	record_valid	true	boolean
strong		extraction_diagnostic	4	1	equilibrium	surface_arc_valid	true	boolean
strong		extraction_diagnostic	4	1	equilibrium	surface_arc_invalid_count	0	count
strong		extraction_diagnostic	4	1	equilibrium	surface_arc_first_invalid_cell	0	index
strong		extraction_diagnostic	4	1	equilibrium	surface_arc_first_invalid_level	0.040000000000000001	normalized_flux
strong		extraction_diagnostic	4	1	equilibrium	exact_evaluation_seconds	4.3498209430836141	s
strong		conservation				flux_boundary	0.0099265700235486864	Wb
strong		conservation				flux_resistive	0.0016115280578548052	Wb
strong		conservation				flux_internal	0.0083150419656938812	Wb
strong		conservation				flux_closure_error	0	Wb
strong		conservation				flux_closure_residual	0	relative
strong		conservation				current_requested_initial	557455.09288717515	A
strong		conservation				current_requested_final	557455.09288717515	A
strong		conservation				current_achieved_initial	557455.09288717515	A
strong		conservation				current_achieved_final	557455.09288717515	A
strong		conservation				current_continuity_error	0	A
strong		conservation				current_continuity_residual	0	relative
strong		interval_flux_ledger	1		transport	boundary	0.0099265700235486864	Wb
strong		interval_flux_ledger	1		transport	resistive	0.0016115280578548052	Wb
strong		interval_flux_ledger	1		transport	internal	0.0083150419656938812	Wb
strong		interval_flux_ledger	1		transport	mean_axis_voltage	0.16115280578548052	V
strong		interval_flux_ledger	1		transport	mean_boundary_voltage	0.99265700235486864	V
strong		interval_current_ledger	1		transport	requested_initial	557455.09288717515	A
strong		interval_current_ledger	1		transport	requested_final	557455.09288717515	A
strong		interval_current_ledger	1		transport	achieved_initial	557455.09288717515	A
strong		interval_current_ledger	1		transport	achieved_final	557455.09288717515	A
gentle	1	configuration				window_length	0.0025000000000000001	s
gentle	1	configuration				auxiliary_source_multiplier	0.5	fraction
gentle	1	configuration				iteration_cap	10	count
gentle	1	configuration				tolerance	0.0050000000000000001	relative
gentle	1	configuration				damping	0.5	fraction
gentle	1	configuration				equilibrium_solve_tolerance	9.9999999999999995e-07	relative
gentle	1	configuration				radial_cells	8	count
gentle	1	configuration				surface_bins	14	count
gentle	1	configuration				extraction_points_per_axis	49	count
gentle	1	configuration				preparation_wall_time	55.001441712956876	s
gentle	1	configuration				outcome_type	WindowReceipt	text
gentle	1	configuration				outcome	converged	text
gentle	1	convergence				iterations_used	10	count
gentle	1	convergence				contraction_estimate	0.53710396334179378	ratio
gentle	1	convergence				maximum_residual	0.0049860186161842365	relative
gentle	1	convergence				damping_applied	0.5	fraction
gentle	1	exit_residual				geometry.radial_grid	0	relative
gentle	1	exit_residual				geometry.phi_boundary	0.00030926807100344961	relative
gentle	1	exit_residual				geometry.axis_reference	7.4297520823139713e-05	relative
gentle	1	exit_residual				geometry.boundary_reference	7.4003504924477503e-05	relative
gentle	1	exit_residual				geometry.b2_cell	6.2746177844996744e-05	relative
gentle	1	exit_residual				geometry.b2_face	6.6064887965290622e-05	relative
gentle	1	exit_residual				geometry.clipped_vertex_capacity	0	relative
gentle	1	exit_residual				geometry.clipped_vertex_count_max	0	relative
gentle	1	exit_residual				geometry.clipped_vertex_count_required	0	relative
gentle	1	exit_residual				geometry.delta_lower_face	0.0049860186156783313	relative
gentle	1	exit_residual				geometry.delta_upper_face	0.0049860186161842365	relative
gentle	1	exit_residual				geometry.elongation_face	4.6548105492172183e-05	relative
gentle	1	exit_residual				geometry.f_cell	2.9596536732913224e-06	relative
gentle	1	exit_residual				geometry.f_face	2.997263250536417e-06	relative
gentle	1	exit_residual				geometry.flux_sign	0	relative
gentle	1	exit_residual				geometry.g2_face	0.00028988151251776941	relative
gentle	1	exit_residual				geometry.g3_cell	6.5404044924835241e-05	relative
gentle	1	exit_residual				geometry.g3_face	6.9362267820176929e-05	relative
gentle	1	exit_residual				geometry.grad_psi2_face	0.00045482379636984554	relative
gentle	1	exit_residual				geometry.grad_psi2_over_r2_face	0.0004175832288633455	relative
gentle	1	exit_residual				geometry.grad_psi_face	0.0002409795382426533	relative
gentle	1	exit_residual				geometry.gradient_moment_scale	0	relative
gentle	1	exit_residual				geometry.int_dl_over_bp_face	0.00028070088351724319	relative
gentle	1	exit_residual				geometry.inv_b2_face	3.8316545743940907e-05	relative
gentle	1	exit_residual				geometry.inv_r_cell	3.0192484533605124e-05	relative
gentle	1	exit_residual				geometry.inv_r_face	3.1148316757702154e-05	relative
gentle	1	exit_residual				geometry.ip_amperes	1.6644983812728374e-06	relative
gentle	1	exit_residual				geometry.ip_profile_face	5.2626104848436899e-05	relative
gentle	1	exit_residual				geometry.psi_face	7.4322481651418264e-05	relative
gentle	1	exit_residual				geometry.psi_n_cell	6.2737209200017782e-06	relative
gentle	1	exit_residual				geometry.psi_n_face	6.8391454284694175e-06	relative
gentle	1	exit_residual				geometry.q_face	0.00034984822950073503	relative
gentle	1	exit_residual				geometry.r0	2.1014131864567882e-05	relative
gentle	1	exit_residual				geometry.r_in_face	5.3780313940384109e-05	relative
gentle	1	exit_residual				geometry.r_out_face	1.1861546284144304e-05	relative
gentle	1	exit_residual				geometry.rho_cell	0	relative
gentle	1	exit_residual				geometry.surface_arc_first_invalid_cell	0	relative
gentle	1	exit_residual				geometry.surface_arc_first_invalid_level	0	relative
gentle	1	exit_residual				geometry.surface_arc_invalid_count	0	relative
gentle	1	exit_residual				geometry.surface_arc_max_coarea_weight	0.00020971265553732091	relative
gentle	1	exit_residual				geometry.surface_arc_min_ordinate_derivative	0.00013101663180541413	relative
gentle	1	exit_residual				geometry.surface_arc_valid	0	relative
gentle	1	exit_residual				geometry.valid	0	relative
gentle	1	exit_residual				geometry.volume	0.00025994534260029593	relative
gentle	1	exit_residual				geometry.volume_face	0.00025994534260029593	relative
gentle	1	exit_residual				geometry.vpr_cell	0.00024399981314617825	relative
gentle	1	exit_residual				geometry.vpr_face	0.00024021759224857056	relative
gentle	1	exit_residual				source.radial_grid	0	relative
gentle	1	exit_residual				source.phi_boundary	0.0011318871778522089	relative
gentle	1	exit_residual				source.axis_reference	0.0001111532673261033	relative
gentle	1	exit_residual				source.boundary_reference	0.00011295514933840653	relative
gentle	1	exit_residual				source.boundary_field_function	0	relative
gentle	1	exit_residual				source.boundary_pressure	0.0019531250000000395	relative
gentle	1	exit_residual				source.ff_prime	0.00037457637327342389	relative
gentle	1	exit_residual				source.p_prime	0.00096568121897497414	relative
gentle	1	residual_trace	1			geometry.radial_grid	0	relative
gentle	1	residual_trace	1			geometry.phi_boundary	0.024887102508608275	relative
gentle	1	residual_trace	1			geometry.axis_reference	0.0070287365184433931	relative
gentle	1	residual_trace	1			geometry.boundary_reference	0.006624609499193356	relative
gentle	1	residual_trace	1			geometry.b2_cell	0.0080660612384450148	relative
gentle	1	residual_trace	1			geometry.b2_face	0.00798649772238684	relative
gentle	1	residual_trace	1			geometry.clipped_vertex_capacity	0	relative
gentle	1	residual_trace	1			geometry.clipped_vertex_count_max	0	relative
gentle	1	residual_trace	1			geometry.clipped_vertex_count_required	0	relative
gentle	1	residual_trace	1			geometry.delta_lower_face	1.7244181062243822	relative
gentle	1	residual_trace	1			geometry.delta_upper_face	1.7244181062216464	relative
gentle	1	residual_trace	1			geometry.elongation_face	0.0026651835580476504	relative
gentle	1	residual_trace	1			geometry.f_cell	0.0018521110032342358	relative
gentle	1	residual_trace	1			geometry.f_face	0.0020188435046470821	relative
gentle	1	residual_trace	1			geometry.flux_sign	0	relative
gentle	1	residual_trace	1			geometry.g2_face	0.023178973852448527	relative
gentle	1	residual_trace	1			geometry.g3_cell	0.0054544711961384412	relative
gentle	1	residual_trace	1			geometry.g3_face	0.0054079321790953027	relative
gentle	1	residual_trace	1			geometry.grad_psi2_face	0.012408829059875257	relative
gentle	1	residual_trace	1			geometry.grad_psi2_over_r2_face	0.0074428567221619807	relative
gentle	1	residual_trace	1			geometry.grad_psi_face	0.0065707175340714175	relative
gentle	1	residual_trace	1			geometry.gradient_moment_scale	0	relative
gentle	1	residual_trace	1			geometry.int_dl_over_bp_face	0.0089450211169313475	relative
gentle	1	residual_trace	1			geometry.inv_b2_face	0.0085169964879557598	relative
gentle	1	residual_trace	1			geometry.inv_r_cell	0.0028907813520172515	relative
gentle	1	residual_trace	1			geometry.inv_r_face	0.0028406211042579211	relative
gentle	1	residual_trace	1			geometry.ip_amperes	0.017662682362548872	relative
gentle	1	residual_trace	1			geometry.ip_profile_face	0.014651578365086938	relative
gentle	1	residual_trace	1			geometry.psi_face	0.0070287365184433931	relative
gentle	1	residual_trace	1			geometry.psi_n_cell	0.0011432750427290718	relative
gentle	1	residual_trace	1			geometry.psi_n_face	0.00099364039896110423	relative
gentle	1	residual_trace	1			geometry.q_face	0.010908016472557142	relative
gentle	1	residual_trace	1			geometry.r0	0.0032887964547344108	relative
gentle	1	residual_trace	1			geometry.r_in_face	0.0040868592938217508	relative
gentle	1	residual_trace	1			geometry.r_out_face	0.0023866943931541928	relative
gentle	1	residual_trace	1			geometry.rho_cell	0	relative
gentle	1	residual_trace	1			geometry.surface_arc_first_invalid_cell	0	relative
gentle	1	residual_trace	1			geometry.surface_arc_first_invalid_level	0	relative
gentle	1	residual_trace	1			geometry.surface_arc_invalid_count	0	relative
gentle	1	residual_trace	1			geometry.surface_arc_max_coarea_weight	0.035440066538527146	relative
gentle	1	residual_trace	1			geometry.surface_arc_min_ordinate_derivative	0.00074996713470606101	relative
gentle	1	residual_trace	1			geometry.surface_arc_valid	0	relative
gentle	1	residual_trace	1			geometry.valid	0	relative
gentle	1	residual_trace	1			geometry.volume	0.020562966433806923	relative
gentle	1	residual_trace	1			geometry.volume_face	0.020562966433806923	relative
gentle	1	residual_trace	1			geometry.vpr_cell	0.021994336766092686	relative
gentle	1	residual_trace	1			geometry.vpr_face	0.021988667812409671	relative
gentle	1	residual_trace	1			source.radial_grid	0	relative
gentle	1	residual_trace	1			source.phi_boundary	0	relative
gentle	1	residual_trace	1			source.axis_reference	0	relative
gentle	1	residual_trace	1			source.boundary_reference	0	relative
gentle	1	residual_trace	1			source.boundary_field_function	0	relative
gentle	1	residual_trace	1			source.boundary_pressure	1	relative
gentle	1	residual_trace	1			source.ff_prime	0.42548397369189883	relative
gentle	1	residual_trace	1			source.p_prime	0.50074118385161692	relative
gentle	1	residual_trace	2			geometry.radial_grid	0	relative
gentle	1	residual_trace	2			geometry.phi_boundary	0.015198512303209273	relative
gentle	1	residual_trace	2			geometry.axis_reference	0.0025947606663656616	relative
gentle	1	residual_trace	2			geometry.boundary_reference	0.0024319279579264122	relative
gentle	1	residual_trace	2			geometry.b2_cell	0.0041899738972985745	relative
gentle	1	residual_trace	2			geometry.b2_face	0.0041485152669649573	relative
gentle	1	residual_trace	2			geometry.clipped_vertex_capacity	0	relative
gentle	1	residual_trace	2			geometry.clipped_vertex_count_max	0	relative
gentle	1	residual_trace	2			geometry.clipped_vertex_count_required	0	relative
gentle	1	residual_trace	2			geometry.delta_lower_face	0.88526428253015077	relative
gentle	1	residual_trace	2			geometry.delta_upper_face	0.88526428252790224	relative
gentle	1	residual_trace	2			geometry.elongation_face	0.0015454864280351872	relative
gentle	1	residual_trace	2			geometry.f_cell	0.00085561555263770903	relative
gentle	1	residual_trace	2			geometry.f_face	0.00093590929860247853	relative
gentle	1	residual_trace	2			geometry.flux_sign	0	relative
gentle	1	residual_trace	2			geometry.g2_face	0.014185274006247171	relative
gentle	1	residual_trace	2			geometry.g3_cell	0.0030245335083197602	relative
gentle	1	residual_trace	2			geometry.g3_face	0.0029981006946787083	relative
gentle	1	residual_trace	2			geometry.grad_psi2_face	0.010864340779079246	relative
gentle	1	residual_trace	2			geometry.grad_psi2_over_r2_face	0.007457910669641154	relative
gentle	1	residual_trace	2			geometry.grad_psi_face	0.0055468385957865938	relative
gentle	1	residual_trace	2			geometry.gradient_moment_scale	0	relative
gentle	1	residual_trace	2			geometry.int_dl_over_bp_face	0.0068192000921191744	relative
gentle	1	residual_trace	2			geometry.inv_b2_face	0.0044154278513917639	relative
gentle	1	residual_trace	2			geometry.inv_r_cell	0.001623823875998976	relative
gentle	1	residual_trace	2			geometry.inv_r_face	0.0015739153098616706	relative
gentle	1	residual_trace	2			geometry.ip_amperes	0.0085165427391266386	relative
gentle	1	residual_trace	2			geometry.ip_profile_face	0.0070444811299948482	relative
gentle	1	residual_trace	2			geometry.psi_face	0.0025947606663656616	relative
gentle	1	residual_trace	2			geometry.psi_n_cell	0.00062056300107408047	relative
gentle	1	residual_trace	2			geometry.psi_n_face	0.00053171421871323066	relative
gentle	1	residual_trace	2			geometry.q_face	0.0085246374838013703	relative
gentle	1	residual_trace	2			geometry.r0	0.0018008967953422462	relative
gentle	1	residual_trace	2			geometry.r_in_face	0.0025318441274899154	relative
gentle	1	residual_trace	2			geometry.r_out_face	0.0012694327625958853	relative
gentle	1	residual_trace	2			geometry.rho_cell	0	relative
gentle	1	residual_trace	2			geometry.surface_arc_first_invalid_cell	0	relative
gentle	1	residual_trace	2			geometry.surface_arc_first_invalid_level	0	relative
gentle	1	residual_trace	2			geometry.surface_arc_invalid_count	0	relative
gentle	1	residual_trace	2			geometry.surface_arc_max_coarea_weight	0.014831420545437473	relative
gentle	1	residual_trace	2			geometry.surface_arc_min_ordinate_derivative	0.00050430549049232224	relative
