coil,phase,record_kind,point_group,point_group_raw,feature,feature_raw,axis,value,uncertainty,units,is_formula
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 2,Orig. TFGS Leg 2,x,9960.25,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 2,Orig. TFGS Leg 2,y,828.82,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 2,Orig. TFGS Leg 2,z,-4577.7,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 3,Orig. TFGS Leg 3,x,10046.96,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 3,Orig. TFGS Leg 3,y,546.91,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 3,Orig. TFGS Leg 3,z,-4210.33,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 4,Orig. TFGS Leg 4,x,10912.6,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 4,Orig. TFGS Leg 4,y,546.61,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 4,Orig. TFGS Leg 4,z,-4188.99,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 5,Orig. TFGS Leg 5,x,11054.76,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 5,Orig. TFGS Leg 5,y,829.36,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 5,Orig. TFGS Leg 5,z,-4572.99,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 6,Orig. TFGS Leg 6,x,9195.05,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 6,Orig. TFGS Leg 6,y,546.71,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 6,Orig. TFGS Leg 6,z,-5844.07,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 7,Orig. TFGS Leg 7,x,11219.06,0.15,mm,false
