coil,phase,record_kind,point_group,point_group_raw,feature,feature_raw,axis,value,uncertainty,units,is_formula
4,FAT supplier,fiducial,Fiducial,Fiducial,P2-PF2,P2-PF2,y,302.67,0.1066610731679723,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P2-PF2,P2-PF2,z,7005.13,0.1066610731679723,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P2-PF5,P2-PF5,x,9203.15,0.116184227833693,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P2-PF5,P2-PF5,y,315.23,0.116184227833693,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P2-PF5,P2-PF5,z,-7403.16,0.116184227833693,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P3-CF,P3-CF,x,2832.06,0.1122031588092539,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P3-CF,P3-CF,y,400.17,0.1122031588092539,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P3-CF,P3-CF,z,-8089.15,0.1122031588092539,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P3-OIS,P3-OIS,x,5988.27,0.2829805563350489,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P3-OIS,P3-OIS,y,1092.31,0.2829805563350489,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P3-OIS,P3-OIS,z,6118.83,0.2829805563350489,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P3-PF2,P3-PF2,x,9002.34,0.1132838991737186,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P3-PF2,P3-PF2,y,-297.57,0.1132838991737186,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P3-PF2,P3-PF2,z,7005.09,0.1132838991737186,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P3-PF5,P3-PF5,x,9205.45,0.1016508714141749,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P3-PF5,P3-PF5,y,-313.82,0.1016508714141749,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P3-PF5,P3-PF5,z,-7402.81,0.1016508714141749,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P4-IIS,P4-IIS,x,3437.56,0.1264346681273077,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P4-IIS,P4-IIS,y,640.79,0.1264346681273077,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P4-IIS,P4-IIS,z,5704.84,0.1264346681273077,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P4-OIS,P4-OIS,x,5987.79,0.1318301373210991,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P4-OIS,P4-OIS,y,1090.76,0.1318301373210991,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P4-OIS,P4-OIS,z,-6119.05,0.1318301373210991,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P5-IIS,P5-IIS,x,3775.67,0.1180981094236054,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P5-IIS,P5-IIS,y,701.18,0.1180981094236054,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P5-IIS,P5-IIS,z,6149.09,0.1180981094236054,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P5-IOIS,P5-IOIS,x,10281.28,0.1133229338367658,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P5-IOIS,P5-IOIS,y,1751.01,0.1133229338367658,mm,false
