coil,phase,record_kind,point_group,point_group_raw,feature,feature_raw,axis,value,uncertainty,units,is_formula
13,FAT supplier,fiducial,Fiducial,Fiducial,P5-OIS,P5-OIS,x,7542.1,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,P5-OIS,P5-OIS,y,1367.89,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,P5-OIS,P5-OIS,z,-6352.45,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,P7-IOIS,P7-IOIS,x,9469.14,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,P7-IOIS,P7-IOIS,y,-1221.17,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,P7-IOIS,P7-IOIS,z,3927.18,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,P8-OIS,P8-OIS,x,7541.8,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,P8-OIS,P8-OIS,y,-1367.69,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,P8-OIS,P8-OIS,z,6355.56,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,P9-OIS,P9-OIS,x,5992.59,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,P9-OIS,P9-OIS,y,-1094.67,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,P9-OIS,P9-OIS,z,6120.73,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,G4-BU,G4-BU,x,10725.15,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,G4-BU,G4-BU,y,-564.29,0.4,mm,false
13,FAT supplier,fiducial,Fiducial,Fiducial,G4-BU,G4-BU,z,1.38,0.4,mm,false
12,FAT IO,transform,,,,,dx,-0.3042153304336158,,mm,false
12,FAT IO,transform,,,,,dy,-0.5832974687048225,,mm,false
12,FAT IO,transform,,,,,dz,0.359810986509788,,mm,false
12,FAT IO,transform,,,,,rx,0.005620755891203314,,deg,false
12,FAT IO,transform,,,,,ry,-0.005747727663979317,,deg,false
12,FAT IO,transform,,,,,rz,0.003923580148143344,,deg,false
12,FAT IO,fiducial,CCL,CCL,A,A,x,2713.426946725477,0.4493865149487669,mm,false
12,FAT IO,fiducial,CCL,CCL,A,A,y,-0.1245984759003382,0.4493865149487669,mm,false
12,FAT IO,fiducial,CCL,CCL,A,A,z,-3699.368035419228,0.4493865149487669,mm,false
