Ro, m		Zo, m
10.73295599	0.02423746
10.72274985	0.36499691
10.69470664	0.70441143
10.64892724	1.04173475
10.58570860	1.37536514
10.50538927	1.70428644
10.43847838	1.93353855
10.29427105	2.34637525
10.16454139	2.65695618
10.09392854	2.80910651
10.01956362	2.95907852
9.94112404	3.10751010
9.85901860	3.25361154
9.77375441	3.39659171
9.68456663	3.53777797
9.59195132	3.67636947
9.49600157	3.81227107
9.39681830	3.94538561
9.29395354	4.07630546
9.18861309	4.20354655
9.07978363	4.32838573
8.74391799	4.67682317
8.61582456	4.79686579
8.36724788	5.01230549
8.10927199	5.21399140
7.84142016	5.40243518
7.56565976	5.57638369
7.28137471	5.73634165
7.13576243	5.81118565
6.99067230	5.88122961
6.91689287	5.91516455
6.84229628	5.94834819
6.69277031	6.01152536
6.61789533	6.04152261
6.54226836	6.07073326
6.46589928	6.09905444
6.38992981	6.12533449
6.23506312	6.17270685
6.08139945	6.21177795
5.92375269	6.24394467
5.84437984	6.25718048
5.60232607	6.28558556
5.44157563	6.29465649
5.11961115	6.28957550
4.67495728	6.23103262
4.61862960	6.21923134
4.55131444	6.20379401
4.42878241	6.17189839
4.38453533	6.15915398
4.32947893	6.14236951
4.28564586	6.12826182
4.15547120	6.08208989
4.10206729	6.06068553
4.05975326	6.04258679
4.01781800	6.02362776
3.88431164	5.95614443
3.80442107	5.91022566
3.76516674	5.88603192
3.68810901	5.83520854
3.61307740	5.78118141
3.57635591	5.75298334
3.54917364	5.73132216
3.51342011	5.70176258
3.41808934	5.61653190
3.32737395	5.52563492
3.12611993	5.27943121
2.97000255	5.02372509
2.84684063	4.74307611
2.76093836	4.43896942
2.72033371	4.15277576
2.71370000	3.83950344
2.71370000	3.50591829
2.71370000	3.17498509
2.71370000	2.83713377
2.71370000	2.51441406
2.71370000	2.18624342
2.71370000	1.85369215
2.71370000	1.52485461
2.71370000	1.19011819
2.71370000	0.86256535
2.71370000	0.53132755
2.71370000	0.20694073
2.71370000	-0.12190263
2.71370000	-0.45254475
2.71370000	-0.78226875
2.71370000	-1.11512011
2.71370000	-1.43926033
2.71370000	-1.77271964
2.71370000	-2.10128235
2.71370000	-2.42486853
2.71370000	-2.75276120
2.71370000	-3.08542046
2.71370000	-3.41070340
2.71370000	-3.73802922
2.71527513	-4.06423762
2.74997824	-4.38271008
2.82526355	-4.68023274
2.93608845	-4.95609384
3.09159358	-5.22908433
3.27964952	-5.47338851
3.38460470	-5.58417767
3.43531077	-5.63266118
3.48738127	-5.67943794
3.52282972	-5.70966271
3.55884950	-5.73911144
3.59542680	-5.76777735
3.65130742	-5.80929328
3.71798465	-5.85545236
3.75677593	-5.88071529
3.79605159	-5.90515992
3.83579792	-5.92877981
3.95772081	-5.99462563
4.00965417	-6.01979289
4.05159625	-6.03908128
4.09381165	-6.05776313
4.23279577	-6.11424549
4.28693255	-6.13422698
4.33049634	-6.14950826
4.38525450	-6.16772479
4.50682681	-6.20431238
4.61853657	-6.23337229
4.73123198	-6.25839113
5.03930587	-6.30551271
5.21205761	-6.31867957
5.52397562	-6.31878021
5.67389787	-6.30799063
5.82321048	-6.29017154
5.97159032	-6.26535218
6.14121868	-6.22807331
6.29759888	-6.18500259
6.45170206	-6.13403432
6.67771108	-6.04634006
6.81424751	-5.98849308
6.95835073	-5.92341604
7.19820804	-5.80555703
7.33389612	-5.73337077
7.48512564	-5.64799130
7.62316817	-5.56532880
7.89698937	-5.38716086
8.16349256	-5.19406603
8.42133040	-4.98662532
8.66926669	-4.76553223
8.90619054	-4.53156839
9.12512852	-4.29247078
9.33775055	-4.03542629
9.46052610	-3.87394334
9.57634626	-3.71146285
9.79226598	-3.37723734
9.89624587	-3.19868277
10.05127711	-2.90531271
10.12352982	-2.75497366
10.19422887	-2.59752484
10.25708800	-2.44734015
10.31823684	-2.29016847
10.37716986	-2.12607754
10.42890037	-1.96936836
10.47826792	-1.80581772
10.52294606	-1.64256800
10.56305573	-1.47962308
10.59870705	-1.31697823
10.61557137	-1.23223543
10.63126210	-1.14756863
10.65809883	-0.98549223
10.70067960	-0.64799725
10.71918981	-0.42345101
