manifest_row,time_s,converged,qualified,candidate_node,candidate_node_r_m,candidate_node_z_m,sampled_flux_wb,fitted_anchor_r_m,fitted_anchor_z_m,fitted_anchor_flux_wb,quadratic_curvature,stationary_coordinate_m,bracket_length_m,tangent_at_wall_node,contour_closed,inside_vertex_count,boundary_vertex_count,containment_fraction,enclosed_area_m2,enclosed_area_ratio,trace_error,selected_by_public_read,selected_by_private_read,nearest_fully_contained_ratio_one,maximum_containment_candidate,public_contour_closed,selected_anchor_candidate_contour_closed,selected_anchor_candidate_containment_fraction,nearest_fully_contained_candidate_node,nearest_fully_contained_candidate_ratio,maximum_containment_fraction,maximum_containment_candidate_node
16,0.03500000014901161,True,True,24,0.7835000157356262,-1.7280815839767456,0.18138832599033133,0.7688490998247047,-1.7280815839767456,0.18093005309765556,2.1349839650999365,0.027150844385347712,0.23106926679611206,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.7202908562258236,1.0,10
16,0.03500000014901161,True,True,25,0.5649306774139404,-1.7280815839767456,0.2697084999246347,0.6067334543435552,-1.7280815839767456,0.2749404512597845,-2.994011268289691,0.17676656139207103,0.315487802028656,True,True,64,64,1.0,0.5792944806183125,0.7202908562258236,,False,False,True,False,True,True,1.0,25,0.7202908562258236,1.0,10
16,0.03500000014901161,True,True,26,0.5649306774139404,-1.8250000476837158,0.21732494810188296,1.4712421182956603,-1.8250000476837158,-0.015170406200058772,0.2830475203232555,1.00322990458869,1.4319877624511719,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.7202908562258236,1.0,10
16,0.03500000014901161,True,True,27,1.899999976158142,-1.8250000476837158,0.036863153709922006,0.5649306774139404,-1.8250000476837158,5.213437322279412,-0.0008981139434467138,-74.58480859804175,1.96506929397583,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.7202908562258236,1.0,10
16,0.03500000014901161,True,True,28,1.899999976158142,-1.1950000524520874,-0.04940603022265912,1.899999976158142,-1.2141711471283068,-0.04949109276699935,0.2314432637702754,0.6108289005554091,1.4900689125061035,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.7202908562258236,1.0,10
16,0.03500000014901161,True,True,29,1.039931058883667,-1.1950000524520874,0.12942913073250548,1.039931058883667,-1.0330003499984741,0.14535946241540576,-0.13423001766823023,1.204567615740484,1.0220686197280884,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.7202908562258236,1.0,10
16,0.03500000014901161,True,True,30,1.039931058883667,-1.0330003499984741,0.14088881307863288,1.039931058883667,-1.0869888151179008,0.1447054729398098,-1.3094276161863911,0.10801123733418659,0.5299992561340332,True,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.7202908562258236,1.0,10
16,0.03500000014901161,True,True,31,1.407930612564087,-1.0330003499984741,-0.08846939374297834,1.394658249033335,-1.0330003499984741,-0.08879093023819196,1.8252978259838326,0.3547271901496679,0.5784996747970581,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.7202908562258236,1.0,10
16,0.03500000014901161,True,True,32,1.407930612564087,-0.8225002288818359,0.0026092610529277055,1.407930612564087,-0.8312544848512575,0.002781077333052842,-2.2419495224873853,0.20174586514721662,0.3576737642288208,True,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.7202908562258236,1.0,10
16,0.03500000014901161,True,True,33,1.5551042556762695,-0.8225002288818359,-0.05172858415576438,1.5551042556762695,-0.656792198110518,-0.07291200686526804,0.7714521965012422,0.3128816738835006,0.5646738708019257,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.7202908562258236,1.0,10
