candidate,cell,radius_m,height_m,full_vertex_count,support_vertex_count,neighbour_count,analytic_m0_a,repaired_m0_a,relative_m0_error,fit_constraint_residual_a_m2,one_sided_condition
own_geometry,231,4.406176505867,0.8990928258846785,6,6,6,-15180.261031028513,-15701.786374397347,0.034355492458452076,2.9103830456733704e-10,nan
own_geometry,232,4.202036701324898,1.0262378760207833,7,5,6,-814.6505147339238,-1037.5038452524798,0.27355697503160964,7.412381819449365e-11,nan
own_geometry,233,4.406176505867,1.153382926156887,6,6,6,-14822.1225430739,-15482.379643842703,0.044545381327813244,2.9103830456733704e-10,nan
own_geometry,234,4.202036701324899,1.2805279762929918,7,5,6,-611.3286380740706,-820.1426342484934,0.34157404572485,8.003553375601768e-11,nan
own_geometry,252,4.406176505867,1.4076730264290964,6,6,6,-13989.864445110896,-15057.842587278325,0.07633942032516693,2.6193447411060333e-10,nan
own_geometry,253,4.202036701324899,1.5348180765652002,7,4,6,-329.52866960702306,-518.3830308091748,0.5731044932368664,4.8203219193965197e-11,nan
own_geometry,254,4.406176505867,1.6619631267013049,6,7,6,-12539.095822557232,-13566.132690651111,0.08190677243619823,2.3283064365386963e-10,nan
own_geometry,255,4.202036701324899,1.7891081768374086,7,3,6,-97.06715590362406,-248.2262521408999,1.557263060095822,3.2741809263825417e-11,nan
own_geometry,256,4.406176505867,1.916253226973513,6,7,6,-10320.052131226825,-11140.110479862993,0.07946261687523876,2.3283064365386963e-10,nan
own_geometry,257,4.202036701324899,2.0433982771096177,7,3,6,-3.8045409125890246,-43.92386030063896,10.54511445922351,1.1823431123048067e-11,nan
own_geometry,258,4.406176505867,2.1705433272457215,6,6,6,-7339.036701945465,-8044.731739018887,0.09615635753481833,2.9103830456733704e-10,nan
own_geometry,261,4.406176505867,2.424833427517931,6,5,6,-4116.231446064296,-4698.052602358844,0.1413480179426869,2.3283064365386963e-10,nan
own_geometry,277,4.406176505867,2.6791235277901393,6,5,6,-1566.7218117599587,-1838.88650144962,0.1737160277253869,1.425632945029065e-10,nan
own_geometry,280,4.406176505867,2.9334136280623477,6,4,6,-198.6141519037241,-553.5104439094013,1.7868630639054817,5.638867150992155e-11,nan
own_geometry,362,6.387330576068207,-2.7867858402568295,7,4,6,-417.4345608693954,-994.1140757620375,1.381484833674494,2.1827872842550278e-10,nan
own_geometry,364,6.601274676413868,-2.6519196834798753,7,3,6,-105.13539489424342,-393.362522393874,2.7414851847901525,9.458744898438454e-11,nan
own_geometry,365,6.388171686766625,-2.5338235277901395,6,7,6,-18980.850415906076,-20457.696346519027,0.07780715290687636,5.238689482212067e-10,nan
own_geometry,366,6.811288595232737,-2.512598104861733,6,3,5,0.0,-7.7330588310633255,nan,2.9103830456733704e-11,nan
own_geometry,367,6.608393373533249,-2.406678477654035,6,7,6,-17090.521115105214,-18583.115686666006,0.08733464366054841,5.238689482212067e-10,nan
own_geometry,368,6.8286150602998745,-2.2795334275179306,6,6,6,-12517.605181532494,-13152.102865482419,0.050688424402937214,5.093170329928398e-10,nan
own_geometry,372,7.048836747066499,-2.1523883773818264,6,5,6,-6023.036590596682,-5821.993632568708,-0.03337900326586885,5.722995410906151e-10,nan
own_geometry,373,7.269058433833124,-2.0252433272457218,6,4,6,-905.4417603034883,-1887.597158770159,1.084725093900539,2.6557245291769505e-10,nan
