tree_sha	lane	correction	window	kind	field	value	unit	status	provenance
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.delta_upper_face	0.0018228894878606888	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.elongation_face	2.6051905025213441e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.f_cell	3.8002119006045541e-06	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.f_face	3.9131740275844807e-06	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.flux_sign	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.g2_face	0.00021849592484356726	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.g3_cell	7.006243346041793e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.g3_face	7.5476560421011281e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.grad_psi2_face	0.00033109122191737666	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.grad_psi2_over_r2_face	0.00030479636904276214	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.grad_psi_face	0.00017993870319649432	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.gradient_moment_scale	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.int_dl_over_bp_face	0.00028463983759976401	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.inv_b2_face	4.5346699789426536e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.inv_r_cell	3.1528387970844315e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.inv_r_face	3.442013943043575e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.ip_amperes	7.5884710011576138e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.ip_profile_face	0.00010975794704835697	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.psi_face	9.0446623592012806e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.psi_n_cell	6.1721159563057849e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.psi_n_face	5.8266698591769028e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.q_face	0.00036009491438493668	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.r0	1.7188164154895628e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.r_in_face	4.9179668935710309e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.r_out_face	7.9076878469430499e-06	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.rho_cell	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.shape_axis_expansion_face	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.shape_boundary_cell_count_face	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.surface_arc_first_invalid_cell	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.surface_arc_first_invalid_level	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.surface_arc_invalid_count	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.surface_arc_max_coarea_weight	0.0013572787835761781	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.surface_arc_min_ordinate_derivative	0.00049231117910096111	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.surface_arc_valid	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.surface_cell_band_capacity	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.surface_cell_band_max_count	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.surface_cell_band_overflow	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.valid	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.volume	0.00019768507958179188	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.volume_face	0.00019768507958179188	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.vpr_cell	0.00017311367967153481	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	geometry.vpr_face	0.0001679138984727599	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	source.radial_grid	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	source.phi_boundary	0.00089667014890652526	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	source.axis_reference	0.00020312948867851717	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	source.boundary_reference	0.00035465973044958022	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	source.boundary_field_function	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	source.boundary_pressure	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	source.ff_prime	0.0002524639205385908	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	window_exit_residual	source.p_prime	2.1838209135179579e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	extraction_receipt	valid_records	10	count	measured	total=10
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	branch_receipt	selected_class	limited	text	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	branch_receipt	selection_reason	history_continuity	text	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	branch_receipt	limited_core_cells	135	count	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		2	branch_receipt	diverted_core_cells	157	count	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	wall_time	65.462497838074341	s	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	input_hash	198bd7c67bb5ae9d658bdf23e0d796bd23d0e6dbf85414c334b5589256c3206d	sha256	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	output_hash	203438e73798964c6375032fdac89658c8592705db536527aaa09139f4c3e9aa	sha256	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	iterations_used	4	count	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	contraction_estimate	0.25409761772774486	ratio	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	gating_norm	0.0025453110735676131	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	all_field_norm	0.0074830557872664532	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	damping_applied	1	fraction	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	flux_closure_error	0	Wb	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	flux_closure_residual	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	current_continuity_error	1.1641532182693481e-10	A	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	current_continuity_residual	1.9662100454112779e-16	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	selection_history_sequence	8	count	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	fine_receipt	selection_history_class	limited	text	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_residual_trace	gating_norm	0.26034479222489604	relative	measured	exchange=1
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_residual_trace	gating_norm	0.037022172794922724	relative	measured	exchange=2
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_residual_trace	gating_norm	0.010017059964311863	relative	measured	exchange=3
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_residual_trace	gating_norm	0.0025453110735676131	relative	measured	exchange=4
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.radial_grid	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.phi_boundary	0.00063142618947441297	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.axis_reference	0.00016577616261957966	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.boundary_reference	0.00021579615395353501	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.b2_cell	0.00015251666141653499	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.b2_face	0.00016223849090594376	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.clipped_vertex_capacity	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.clipped_vertex_count_max	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.clipped_vertex_count_required	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.delta_lower_face	0.007483055787265179	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.delta_upper_face	0.0074830557872664532	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.elongation_face	1.9941290774337362e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.f_cell	1.0916123470062925e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.f_face	1.1267122632440285e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.flux_sign	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.g2_face	0.00057307789359866898	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.g3_cell	0.0001595173554302418	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.g3_face	0.00017033290391204109	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.grad_psi2_face	0.00068145049813659003	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.grad_psi2_over_r2_face	0.00059682940248751836	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.grad_psi_face	0.00036499136900437589	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.gradient_moment_scale	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.int_dl_over_bp_face	0.00062730012674844715	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.inv_b2_face	9.59519856917962e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.inv_r_cell	7.2608555691439864e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.inv_r_face	7.6532135016850461e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.ip_amperes	8.5047626424594584e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.ip_profile_face	4.5122856893314503e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.psi_face	0.00017014821473292609	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.psi_n_cell	3.2699507171307406e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.psi_n_face	3.0731810556350325e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.q_face	0.00079752618080836113	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.r0	4.548554586652039e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.r_in_face	0.00012310563492982018	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.r_out_face	2.4356383595250868e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.rho_cell	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.shape_axis_expansion_face	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.shape_boundary_cell_count_face	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.surface_arc_first_invalid_cell	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.surface_arc_first_invalid_level	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.surface_arc_invalid_count	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.surface_arc_max_coarea_weight	0.0012057001451008015	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.surface_arc_min_ordinate_derivative	0.00074233895607304793	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.surface_arc_valid	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.surface_cell_band_capacity	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.surface_cell_band_max_count	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.surface_cell_band_overflow	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.valid	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.volume	0.00050621558732461848	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.volume_face	0.00050621558732461848	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.vpr_cell	0.00047172369498131421	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	geometry.vpr_face	0.00046117183830059541	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	source.radial_grid	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	source.phi_boundary	0.0025453110735676131	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	source.axis_reference	0.00064858535761415544	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	source.boundary_reference	0.00080798589668225069	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	source.boundary_field_function	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	source.boundary_pressure	0	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	source.ff_prime	0.00054138727138687255	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	window_exit_residual	source.p_prime	7.8876134025270505e-05	relative	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	extraction_receipt	valid_records	8	count	measured	total=8
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	branch_receipt	selected_class	limited	text	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	branch_receipt	selection_reason	history_continuity	text	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	branch_receipt	limited_core_cells	145	count	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		3	branch_receipt	diverted_core_cells	157	count	measured	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		4	typed_nonconfined	outcome_type	ConvergedNonConfinedError	text	qualified_negative	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		4	typed_nonconfined	exchange	1	count	qualified_negative	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		4	typed_nonconfined	sample	1	count	qualified_negative	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		4	typed_nonconfined	wall_time	2.025045980932191	s	qualified_negative	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		4	typed_nonconfined	limited_core_cells	0	count	qualified_negative	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		4	typed_nonconfined	diverted_core_cells	157	count	qualified_negative	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		4	typed_nonconfined	selection_reason	no_admissible_alternative	text	qualified_negative	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		4	typed_nonconfined	limited_available	true	boolean	qualified_negative	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		4	typed_nonconfined	diverted_available	false	boolean	qualified_negative	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		4	typed_nonconfined	limited_residual	7.6072660757893158e-17	relative	qualified_negative	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	serial		4	typed_nonconfined	diverted_residual	2.9573488130577881e-16	relative	qualified_negative	experiment.py
e4582716ae1d2c5bd0761bdbb155aabd516acf73	summary			verdict	corrections_used	0	count	qualified_negative	experiment.py
