tree_sha	window_index	member_id	role	chord_index	radius_m	height_m	psi_norm	electron_temperature_ev	electron_density_m-3	net_current_a	thomson_cocos	temperature_unit	density_unit	net_current_unit	support_method	supported	temperature_error_bound_ev	density_error_bound_m-3	net_current_support
bd3cca1f179fa063eac4d2061c2720906e32c1c7	3	field-high	counterfactual	1	1.03	-0.03	0.03225759326119955	7185.806805054101	1.14639356016847e+20	1044999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055731	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	3	field-high	counterfactual	2	1.12	0.02	0.005240476563496419	7206.069642577378	1.1470689880859125e+20	1044999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055731	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	3	field-high	counterfactual	3	1.0	0.12	0.14188058277771787	7078.268688750135	1.1428089562916712e+20	1044999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055731	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	3	field-high	counterfactual	4	1.15	0.09	0.06299788828154594	7162.75158378884	1.1456250527929613e+20	1044999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055731	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	3	field-high	counterfactual	5	1.25	0.04	0.1192828820742215	7120.537838444334	1.1442179279481445e+20	1044999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055731	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	3	current-low	counterfactual	0	0.94	-0.08	0.170697053330686	6908.431630005956	1.1826477210001985e+20	994999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055721	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	3	current-low	counterfactual	1	1.03	-0.03	0.032224487981351656	7080.831634013986	1.1883943878004662e+20	994999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055721	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	3	current-low	counterfactual	2	1.12	0.02	0.0052488362122643465	7101.063372840802	1.1890687790946933e+20	994999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055721	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	3	current-low	counterfactual	3	1.0	0.12	0.14183365585499805	6973.374274326255	1.1848124758108751e+20	994999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055721	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	3	current-low	counterfactual	4	1.15	0.09	0.0630200695731858	7057.73494782011	1.1876244982606704e+20	994999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055721	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	3	current-low	counterfactual	5	1.25	0.04	0.11935113550876782	7015.4866483684245	1.1862162216122809e+20	994999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055721	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	truth	truth	0	0.94	-0.08	0.17072064257951555	7083.37855419609	1.1550459518065363e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055722	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	truth	truth	1	1.03	-0.03	0.03223495908410208	7255.823780686924	1.1607941260228975e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055722	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	truth	truth	2	1.12	0.02	0.005246189168935625	7276.065358123298	1.1614688452707765e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055722	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	truth	truth	3	1.0	0.12	0.1418484996731082	7148.340875735506	1.1572113625245168e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055722	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	truth	truth	4	1.15	0.09	0.06301304981449737	7232.740212639127	1.1600246737546376e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055722	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	truth	truth	5	1.25	0.04	0.11932954003221369	7190.50284497584	1.1586167614991947e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055722	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	pressure-high	counterfactual	0	0.94	-0.08	0.17084986348847697	7258.087807150927	1.1550362602383642e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055731	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	pressure-high	counterfactual	1	1.03	-0.03	0.032292340555860936	7430.780744583104	1.1607926914861035e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055731	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	pressure-high	counterfactual	2	1.12	0.02	0.005231731203491915	7451.076201597381	1.1614692067199127e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055731	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	pressure-high	counterfactual	3	1.0	0.12	0.14192982762393458	7323.157887846147	1.157205262928205e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055731	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	pressure-high	counterfactual	4	1.15	0.09	0.06297464536998613	7407.769015972511	1.1600256338657503e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055731	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	pressure-high	counterfactual	5	1.25	0.04	0.1192113139908107	7365.591514506892	1.1586197171502298e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055731	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	field-high	counterfactual	0	0.94	-0.08	0.17079521958726662	7083.2107559286505	1.131040358530955e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055691	1.4368127893518947e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	field-high	counterfactual	1	1.03	-0.03	0.032268071163237336	7255.798946627572	1.136793298220919e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055691	1.4368127893518947e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	field-high	counterfactual	2	1.12	0.02	0.005237836319455083	7276.071622760409	1.1374690540920136e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055691	1.4368127893518947e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	field-high	counterfactual	3	1.0	0.12	0.1418954333951154	7148.23527486099	1.1332078424953663e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055691	1.4368127893518947e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	field-high	counterfactual	4	1.15	0.09	0.0629908753221449	7232.756843508391	1.1360252281169465e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055691	1.4368127893518947e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	field-high	counterfactual	5	1.25	0.04	0.11926129339695472	7190.554029952284	1.134618467665076e+20	1060000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055691	1.4368127893518947e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	current-low	counterfactual	0	0.94	-0.08	0.17072064257951555	6978.378554196091	1.1730459518065363e+20	1010000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055719	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	current-low	counterfactual	1	1.03	-0.03	0.03223495908410208	7150.823780686925	1.1787941260228975e+20	1010000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055719	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	current-low	counterfactual	2	1.12	0.02	0.005246189168935625	7171.065358123299	1.1794688452707765e+20	1010000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055719	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	current-low	counterfactual	3	1.0	0.12	0.1418484996731082	7043.340875735507	1.1752113625245168e+20	1010000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055719	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	current-low	counterfactual	4	1.15	0.09	0.06301304981449737	7127.740212639128	1.1780246737546376e+20	1010000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055719	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	4	current-low	counterfactual	5	1.25	0.04	0.11932954003221369	7085.502844975841	1.1766167614991947e+20	1010000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055719	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	truth	truth	0	0.94	-0.08	0.1707442339794167	7153.325473546313	1.1454441824515437e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055721	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	truth	truth	1	1.03	-0.03	0.03224543233792428	7325.815925746558	1.1511938641915519e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055721	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	truth	truth	2	1.12	0.02	0.005243544276678901	7346.067341792492	1.151868911393083e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055721	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	truth	truth	3	1.0	0.12	0.14186334564229003	7218.3074723048485	1.1476102490768282e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055721	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	truth	truth	4	1.15	0.09	0.063006032206881	7302.74547584484	1.150424849194828e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055721	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	truth	truth	5	1.25	0.04	0.11930794670673185	7260.519039969952	1.1490173013323317e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055721	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	pressure-high	counterfactual	0	0.94	-0.08	0.17087346666838105	7328.034699996142	1.1454344899998713e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.104383680557056	1.4368127893519e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	pressure-high	counterfactual	1	1.03	-0.03	0.032302825589686036	7500.7728808077345	1.151192429360258e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.104383680557056	1.4368127893519e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	pressure-high	counterfactual	2	1.12	0.02	0.0052290980912380845	7521.078176431571	1.1518692725477191e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.104383680557056	1.4368127893519e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	pressure-high	counterfactual	3	1.0	0.12	0.1419446853731193	7393.1244579104805	1.147604148597016e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.104383680557056	1.4368127893519e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	pressure-high	counterfactual	4	1.15	0.09	0.06296763954237267	7477.7742703432195	1.1504258090114407e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.104383680557056	1.4368127893519e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	pressure-high	counterfactual	5	1.25	0.04	0.11918973244533176	7435.607700666001	1.1490202566888668e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.104383680557056	1.4368127893519e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	field-high	counterfactual	0	0.94	-0.08	0.17081881778645516	7153.157659980477	1.1214385886660159e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055737	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	field-high	counterfactual	1	1.03	-0.03	0.032278551216346936	7325.791086587741	1.1271930362195914e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055737	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	field-high	counterfactual	2	1.12	0.02	0.005235198226485743	7346.073601330137	1.1278691200443379e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055737	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	field-high	counterfactual	3	1.0	0.12	0.14191028616358464	7218.2018561319355	1.123606728537731e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055737	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	field-high	counterfactual	4	1.15	0.09	0.06298386451381591	7302.762101614639	1.1264254033871546e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055737	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	field-high	counterfactual	5	1.25	0.04	0.11923970687076026	7260.570219846931	1.125019007328231e+20	1075000.0	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.10438368055737	1.4368127893519104e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	current-low	counterfactual	0	0.94	-0.08	0.1707442339794167	7048.325473546313	1.1634441824515437e+20	1024999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.104383680557156	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	current-low	counterfactual	1	1.03	-0.03	0.03224543233792428	7220.815925746558	1.1691938641915519e+20	1024999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.104383680557156	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	current-low	counterfactual	2	1.12	0.02	0.005243544276678901	7241.067341792492	1.169868911393083e+20	1024999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.104383680557156	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	current-low	counterfactual	3	1.0	0.12	0.14186334564229003	7113.3074723048485	1.1656102490768282e+20	1024999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.104383680557156	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	current-low	counterfactual	4	1.15	0.09	0.063006032206881	7197.74547584484	1.168424849194828e+20	1024999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.104383680557156	1.4368127893519053e+17	typed window plasma-current conservation ledger
bd3cca1f179fa063eac4d2061c2720906e32c1c7	5	current-low	counterfactual	5	1.25	0.04	0.11930794670673185	7155.519039969952	1.1670173013323317e+20	1024999.9999999999	17	eV	m^-3	A	bilinear flux map followed by linear flux-profile interpolation	True	43.104383680557156	1.4368127893519053e+17	typed window plasma-current conservation ledger
